sample_id,txId,sessionId,stationId,chargerId,locationUid,evseId,connectorId,sequenceNumber,sampleTime,timestamp,relativeTsSeconds,startTime,status,chargingState,isCharging,isPreparing,active,ended,startReason,stopReason,stopAvailable,soc,stateOfCharge,voltage,current,powerW,powerKw,currentDemand,currentReservation,targetCurrent,targetVoltage,evMaximumCurrent,evMaximumPowerKw,evMaximumVoltage,maxPowerKw,maxPowerKwActual,maxPowerKwPresent,maxPowerWPresent,chargedEnergyKwh,energyWh,energyWhEstimate,energyWhMeter,calculatedWh,calculatedWhStart,efficiency,environmentalTemperature,pinTemp,pin2temp,boardTemp,rtTemp,AFEHeatsinkTemp,DCDCHeatsinkTemp,evCommunicationActive,evCommunicationStandard,cableConnected,cablesLocked,commNotReady,commNotReadyReasons_count,evPresent,insulationTestStatus,insulationTestFailed,hwFailure,hwFailureReasons_count,alarms_count,errors_count,unavailableReason,chargingProtocol,plugType,plugTypeDetail,voltageCategory,vehicleMacAddress,vehicleRunId,current_error,current_error_abs,current_error_ratio,target_current_error,target_voltage_error,power_vi_error_w,temperature_to_ambient_delta,timestamp_gap_seconds,sequence_gap,missing_ratio,pmc_module_count,pmc_current_mean,pmc_current_std,pmc_current_gap,pmc_powerW_mean,pmc_powerW_std,pmc_powerW_gap,pmc_voltage_mean,pmc_voltage_std,pmc_voltage_gap,pmc_boardTemp_mean,pmc_boardTemp_std,pmc_rtTemp_mean,pmc_AFEHeatsinkTemp_mean,pmc_DCDCHeatsinkTemp_mean,pmc_temp_gap,pmc_voltageTHD_mean,pmc_voltageTHD_max,scenario,anomaly_start_relative_s,anomaly_end_relative_s,label_current_anomaly,label_future_anomaly_5min,label_future_anomaly_10min,label_future_anomaly_15min,label_source
S000001_0123,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68639,2025-12-10T06:24:30Z,2025-12-10T06:24:30Z,1230,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,733.369,10.212,7483.507,7.484,10.283,18.712,19.611,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.09594,15095.938,598310.198,598192.353,598201.831,583105.893,0.95083,25.549,29.36,28.785,32.011,32.627,34.278,34.22,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.07,0.07,0.00685,9.399,36.631,-5.696,8.671,10,0,0.0,4,2.247,0.894,2.131,1906.119,106.455,273.968,734.98,1.137,3.19,32.126,0.175,32.942,35.248,34.551,4.099,1.231,1.553,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0124,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68640,2025-12-10T06:24:40Z,2025-12-10T06:24:40Z,1240,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,734.038,9.605,7021.191,7.021,10.426,29.202,18.031,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.18905,15189.049,597767.585,598441.115,598294.942,583105.893,0.95482,25.549,28.613,27.733,30.178,32.147,34.393,35.157,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.821,0.821,0.07872,8.426,35.962,-29.173,9.608,10,0,0.0,4,2.904,1.335,3.454,1777.078,186.115,446.381,733.384,1.273,3.531,29.81,0.649,31.682,33.708,35.873,7.345,1.116,1.419,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0125,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68641,2025-12-10T06:24:50Z,2025-12-10T06:24:50Z,1250,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,727.184,10.494,7576.461,7.576,10.391,31.419,12.061,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.29079,15290.793,598283.674,598679.052,598396.685,583105.893,0.96688,25.549,29.039,28.071,31.107,32.893,34.966,33.21,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,-0.103,0.103,0.0099,1.567,42.816,-54.873,7.661,10,0,0.0,4,2.613,1.466,3.645,1929.487,154.118,345.595,726.619,1.284,3.371,30.919,0.379,33.208,34.55,32.535,4.681,1.164,1.417,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0126,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68642,2025-12-10T06:25:00Z,2025-12-10T06:25:00Z,1260,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,737.821,9.211,6789.024,6.789,10.235,21.25,13.313,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.381,15381.002,598372.899,598795.492,598486.895,583105.893,0.9567,25.549,28.946,27.783,31.324,32.732,33.525,34.935,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,1.024,1.024,0.10007,4.102,32.179,-7.169,9.386,10,0,0.0,4,2.184,1.515,3.65,1800.674,126.019,319.05,737.372,2.283,6.221,31.63,0.694,33.255,33.842,35.208,5.271,1.231,1.604,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0127,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68643,2025-12-10T06:25:10Z,2025-12-10T06:25:10Z,1270,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,740.197,9.825,7319.431,7.319,10.299,34.155,21.506,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.47805,15478.046,597729.411,598669.566,598583.938,583105.893,0.9546,25.549,28.437,28.921,29.504,30.799,34.78,33.8,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.473,0.473,0.04595,11.681,29.803,46.747,8.251,10,0,0.0,4,0.873,0.291,0.806,1880.214,104.299,284.657,739.25,1.691,4.745,29.573,0.288,30.935,35.523,33.42,7.638,1.214,1.428,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0128,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68644,2025-12-10T06:25:20Z,2025-12-10T06:25:20Z,1280,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,736.326,9.697,7223.702,7.224,10.416,24.209,10.857,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.57416,15574.156,598673.636,599090.621,598680.049,583105.893,0.95795,25.549,27.997,28.936,28.755,31.657,33.756,35.227,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.719,0.719,0.06903,1.16,33.674,83.489,9.678,10,0,0.0,4,2.449,1.17,3.155,1730.058,139.139,358.897,736.186,1.087,2.839,27.908,1.223,31.779,33.909,35.849,10.287,1.067,1.219,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0129,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68645,2025-12-10T06:25:30Z,2025-12-10T06:25:30Z,1290,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,735.815,10.309,7608.34,7.608,10.44,28.62,22.433,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.67547,15675.472,598003.561,598591.843,598781.365,583105.893,0.95878,25.549,28.705,28.795,30.611,29.956,33.172,34.673,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.131,0.131,0.0125,12.124,34.185,22.627,9.124,10,0,0.0,4,2.182,1.176,3.128,2085.881,101.89,247.702,736.486,0.495,1.292,31.325,1.07,29.847,32.823,34.741,7.407,1.326,2.03,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0130,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68646,2025-12-10T06:25:40Z,2025-12-10T06:25:40Z,1300,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,734.084,10.487,7712.105,7.712,10.135,30.295,16.767,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.77808,15778.076,598133.602,598764.397,598883.969,583105.893,0.95791,25.549,29.683,28.495,30.16,32.912,34.512,33.923,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,-0.352,0.352,0.03476,6.28,35.916,13.815,8.374,10,0,0.0,4,3.474,1.39,3.671,1950.862,332.769,825.413,733.49,1.033,2.618,29.783,1.001,33.353,34.241,33.997,6.344,1.284,1.587,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0131,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68647,2025-12-10T06:25:50Z,2025-12-10T06:25:50Z,1310,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,735.402,10.3,7569.296,7.569,10.429,15.916,17.1,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.87943,15879.432,597925.476,599062.222,598985.324,583105.893,0.96411,25.549,29.38,28.381,28.506,31.888,33.047,33.785,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.129,0.129,0.01239,6.8,34.598,-5.258,8.236,10,0,0.0,4,2.737,1.838,5.04,1940.666,148.968,397.97,733.671,1.387,3.337,28.797,1.056,31.168,33.806,32.655,7.239,1.268,1.471,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0132,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68648,2025-12-10T06:26:00Z,2025-12-10T06:26:00Z,1320,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,732.075,10.302,7509.844,7.51,10.346,31.961,15.605,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,15.97963,15979.627,598598.38,599013.86,599085.52,583105.893,0.96061,25.549,29.181,28.463,31.688,31.95,33.017,34.708,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.044,0.044,0.00424,5.303,37.925,-31.698,9.159,10,0,0.0,4,3.687,1.189,3.089,1957.48,76.83,215.052,733.017,1.109,2.777,32.407,0.952,32.603,32.726,34.085,4.388,1.27,1.591,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0133,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68649,2025-12-10T06:26:10Z,2025-12-10T06:26:10Z,1330,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,734.629,9.689,7104.245,7.104,10.37,29.028,14.915,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.07475,16074.752,600224.9,599225.803,599180.645,583105.893,0.96407,25.549,28.993,28.641,30.359,30.795,32.773,34.634,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.681,0.681,0.06565,5.226,35.371,-13.66,9.085,10,0,0.0,4,1.856,0.899,2.15,1897.994,124.85,352.313,733.7,0.796,2.119,30.461,1.012,30.655,33.185,34.433,6.217,1.337,1.545,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0134,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68650,2025-12-10T06:26:20Z,2025-12-10T06:26:20Z,1340,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,732.309,9.063,6565.536,6.566,10.174,19.014,15.852,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.16143,16161.428,598010.353,599099.191,599267.321,583105.893,0.95052,25.549,28.331,27.66,30.493,31.971,34.381,33.519,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,1.111,1.111,0.10917,6.789,37.691,-71.6,7.97,10,0,0.0,4,1.211,1.732,4.687,1578.266,43.134,117.328,732.601,1.987,5.172,30.031,0.598,31.783,34.565,32.726,5.614,1.392,1.505,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0135,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68651,2025-12-10T06:26:30Z,2025-12-10T06:26:30Z,1350,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,730.58,9.362,6870.893,6.871,10.133,26.292,18.861,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.25346,16253.463,599683.27,599415.531,599359.356,583105.893,0.96444,25.549,29.405,28.809,31.572,33.388,32.894,32.887,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.771,0.771,0.07608,9.5,39.42,31.328,7.338,10,0,0.0,4,1.386,0.786,1.875,1812.108,30.254,83.008,729.113,0.509,1.23,32.028,0.176,33.689,33.084,32.858,1.995,1.101,1.518,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0136,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68652,2025-12-10T06:26:40Z,2025-12-10T06:26:40Z,1360,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,734.581,9.71,7209.681,7.21,10.165,34.71,17.022,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.34939,16349.394,600438.215,599224.001,599455.287,583105.893,0.95802,25.549,28.606,27.666,31.919,33.202,33.459,33.585,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.455,0.455,0.04479,7.313,35.419,76.999,8.036,10,0,0.0,4,3.097,0.679,1.74,1842.588,53.627,128.511,733.605,1.236,2.997,31.397,0.818,32.869,33.441,32.79,4.429,1.177,1.408,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0137,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68653,2025-12-10T06:26:50Z,2025-12-10T06:26:50Z,1370,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,733.283,9.921,7166.964,7.167,10.36,23.639,17.324,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.44481,16444.81,599710.583,599040.796,599550.703,583105.893,0.95856,25.549,28.85,28.595,30.83,32.024,34.39,33.745,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.439,0.439,0.04233,7.403,36.717,-108.207,8.196,10,0,0.0,4,2.534,1.183,2.557,1909.782,91.868,251.481,733.984,1.268,3.54,30.969,0.974,32.288,34.036,33.039,5.258,1.304,1.68,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0138,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68654,2025-12-10T06:27:00Z,2025-12-10T06:27:00Z,1380,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,734.117,9.936,7309.786,7.31,10.086,32.051,13.213,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.54272,16542.719,599891.768,599670.856,599648.612,583105.893,0.96438,25.549,29.418,28.027,32.836,32.459,33.102,34.843,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.15,0.15,0.01483,3.277,35.883,15.487,9.294,10,0,0.0,4,2.707,1.167,3.188,1797.15,238.118,657.019,735.493,1.155,2.944,32.112,0.169,32.389,33.98,34.287,3.903,1.215,1.395,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0139,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68655,2025-12-10T06:27:10Z,2025-12-10T06:27:10Z,1390,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,742.224,9.793,7304.163,7.304,10.26,32.518,14.03,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.6404,16640.399,599917.408,599789.433,599746.292,583105.893,0.96287,25.549,29.412,28.759,28.961,31.106,35.5,33.776,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.467,0.467,0.04551,4.237,27.776,35.238,8.226,10,0,0.0,4,1.507,1.692,4.572,1711.538,148.96,394.04,741.971,1.768,4.552,28.98,0.556,30.85,35.571,33.13,8.62,1.142,1.46,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0140,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68656,2025-12-10T06:27:20Z,2025-12-10T06:27:20Z,1400,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,739.426,9.927,7398.773,7.399,10.156,22.754,16.182,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.73906,16739.064,600069.765,599731.243,599844.957,583105.893,0.96014,25.549,29.228,28.697,29.621,29.539,33.832,36.375,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.229,0.229,0.02253,6.255,30.574,58.433,10.826,10,0,0.0,4,1.562,0.992,2.088,1913.976,88.407,240.524,739.654,1.232,3.32,30.084,0.451,29.799,33.415,36.651,8.84,1.31,1.512,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0141,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68657,2025-12-10T06:27:30Z,2025-12-10T06:27:30Z,1410,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,741.607,10.191,7593.522,7.594,10.257,28.808,15.576,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.8404,16840.399,600131.181,599863.241,599946.291,583105.893,0.96083,25.549,29.294,28.513,30.598,31.524,34.317,34.839,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.066,0.066,0.0064,5.385,28.393,35.599,9.29,10,0,0.0,4,2.36,0.316,0.802,1887.094,90.227,236.646,742.595,0.876,2.136,30.715,0.838,31.697,33.907,34.897,5.607,1.212,1.359,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0142,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68658,2025-12-10T06:27:40Z,2025-12-10T06:27:40Z,1420,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,733.363,9.885,7286.622,7.287,10.194,23.46,12.72,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,16.93735,16937.35,599154.313,600165.344,600043.243,583105.893,0.95799,25.549,27.661,29.251,32.261,33.006,33.904,34.407,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.31,0.31,0.03041,2.835,36.637,37.689,8.858,10,0,0.0,4,2.446,0.754,2.044,1768.811,210.228,578.446,733.414,1.13,3.153,31.729,0.294,33.238,34.08,34.057,3.719,1.153,1.521,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0143,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68659,2025-12-10T06:27:50Z,2025-12-10T06:27:50Z,1430,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,734.597,10.062,7417.267,7.417,10.412,34.963,10.631,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,17.03616,17036.161,600389.212,600013.721,600142.054,583105.893,0.95917,25.549,29.828,29.991,30.14,31.398,34.415,34.626,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.35,0.35,0.03359,0.569,35.403,25.841,9.077,10,0,0.0,4,3.636,0.549,1.43,1894.704,47.916,104.639,734.666,1.091,3.045,30.287,0.562,30.778,34.094,34.731,5.378,1.385,1.648,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0144,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68660,2025-12-10T06:28:00Z,2025-12-10T06:28:00Z,1440,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,729.795,10.293,7482.208,7.482,10.4,31.373,22.14,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,17.13496,17134.955,599737.364,600117.687,600240.848,583105.893,0.95068,25.549,28.577,28.247,32.258,34.195,33.531,35.339,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.107,0.107,0.01029,11.846,40.205,-29.877,9.79,10,0,0.0,4,3.938,0.976,2.457,1912.726,161.546,434.957,730.081,1.193,3.109,32.676,0.199,33.932,33.813,35.621,3.564,1.034,1.226,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0145,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68661,2025-12-10T06:28:10Z,2025-12-10T06:28:10Z,1450,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,733.362,9.898,7240.898,7.241,10.168,31.219,12.527,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,17.2308,17230.802,599873.941,600652.361,600336.695,583105.893,0.95305,25.549,28.035,28.667,29.956,31.368,35.075,34.035,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.27,0.27,0.02657,2.629,36.638,-18.137,8.485,10,0,0.0,4,2.029,0.795,1.993,1857.05,95.619,225.004,733.702,1.756,4.237,28.919,0.188,30.666,34.254,34.034,7.108,1.327,1.514,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0146,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68662,2025-12-10T06:28:20Z,2025-12-10T06:28:20Z,1460,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,733.869,9.614,7043.5,7.044,10.258,23.782,13.085,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,17.32428,17324.283,599844.539,600635.334,600430.176,583105.893,0.95558,25.549,29.477,28.287,29.623,30.681,34.337,36.131,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.645,0.645,0.06284,3.472,36.131,-11.649,10.582,10,0,0.0,4,2.869,1.016,2.485,1873.569,193.374,535.02,734.546,1.585,4.4,29.457,0.324,30.999,33.667,36.599,8.226,1.15,1.351,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
S000001_0147,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68663,2025-12-10T06:28:30Z,2025-12-10T06:28:30Z,1470,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,738.589,10.209,7499.795,7.5,10.303,16.606,12.253,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,17.42374,17423.741,600704.91,600537.228,600529.634,583105.893,0.95483,25.549,29.841,29.067,29.456,31.895,34.658,35.332,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.093,0.093,0.00905,2.044,31.411,-40.749,9.783,10,0,0.0,4,1.987,1.72,4.224,2011.86,180.662,462.716,739.043,1.497,3.707,28.694,1.193,32.45,35.343,35.871,9.479,1.325,1.477,sensor_drift,930.0,1860.0,1,0,0,0,scenario_pattern
S000001_0148,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68664,2025-12-10T06:28:40Z,2025-12-10T06:28:40Z,1480,2025-12-10T06:04:00Z,Finishing,SuspendedEV,True,False,True,False,CablePluggedIn,,True,70.087,70.087,732.353,9.888,7271.861,7.272,10.185,33.916,19.512,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,17.52087,17520.866,599975.527,600563.835,600626.759,583105.893,0.96165,25.549,29.049,28.678,32.454,33.694,34.194,36.311,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.297,0.297,0.0292,9.625,37.647,30.683,10.761,10,0,0.0,4,2.993,1.215,3.383,1732.878,117.362,318.289,732.207,1.215,3.329,32.868,1.239,33.699,34.31,35.796,5.632,1.217,1.573,sensor_drift,930.0,1860.0,0,1,1,1,normal_or_no_weak_label
