sample_index,sessionId,chargerId,scenario,ensemble_score,health_status,top_1_feature,top_1_zscore,top_2_feature,top_2_zscore,top_3_feature,top_3_zscore,top_1_feature_label,top_2_feature_label,top_3_feature_label
92145,S000569,CSIPV-EUSY-014,mixed_anomaly,0.9271625149985081,Warning,pmc_temp_gap_roll_mean_6,12.666275222368682,pmc_temp_gap,8.881564240810484,temperature_to_ambient_delta,4.675240849537851,60-s average module temperature imbalance,Module temperature imbalance,Temperature rise above ambient
97761,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9271596056347939,Warning,pmc_temp_gap_roll_mean_6,10.29808285881799,pmc_temp_gap,7.804404623183389,pmc_powerW_gap_roll_std_6,6.3610869121704265,60-s average module temperature imbalance,Module temperature imbalance,Variation in module power imbalance
92100,S000569,CSIPV-EUSY-014,mixed_anomaly,0.9268129778882869,Warning,pmc_temp_gap_roll_mean_6,11.542185921857419,pmc_temp_gap,8.859261551469576,pmc_powerW_gap_roll_mean_6,6.996322785350162,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
96203,S000597,CSIPV-EUSY-018,efficiency_decline,0.9267643927562405,Warning,pmc_temp_gap_roll_mean_6,8.636770236274735,pmc_current_gap_roll_mean_6,8.211183432990689,pmc_current_gap_roll_std_6,6.672405838265968,60-s average module temperature imbalance,60-s average module current imbalance,Variation in module current imbalance
97724,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9267489192270775,Warning,pmc_powerW_gap_roll_mean_6,7.946367264227155,pmc_temp_gap_roll_mean_6,6.1213662718231685,current_error_ratio,5.759967004074207,60-s average module power imbalance,60-s average module temperature imbalance,Relative current tracking error
87074,S000536,CSIPV-EUSY-013,efficiency_decline,0.9267110543947283,Warning,pmc_temp_gap_roll_mean_6,10.438032900930036,pmc_temp_gap,9.370415080147682,pmc_powerW_gap_roll_mean_6,7.324109587373126,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
92604,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9265787739748479,Warning,pmc_temp_gap_roll_mean_6,9.610479255686364,pmc_temp_gap,8.754981409416141,pmc_current_gap_roll_mean_6,8.409278930049487,60-s average module temperature imbalance,Module temperature imbalance,60-s average module current imbalance
87706,S000541,CSIPV-EUSY-039,efficiency_decline,0.9263532945099955,Warning,pmc_temp_gap_roll_mean_6,6.093244235059142,pmc_temp_gap,5.697704643548976,pmc_powerW_gap_roll_mean_6,4.80202241864078,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97720,S000607,CSIPV-EUSY-030,mixed_anomaly,0.926285406669809,Warning,pmc_voltage_std,9.153659419238576,pmc_voltage_gap,8.876103145708509,pmc_voltageTHD_max,7.552425846473381,Variation in module voltage,Module voltage imbalance,pmc_voltageTHD_max
87719,S000541,CSIPV-EUSY-039,efficiency_decline,0.9261836386311308,Warning,pmc_temp_gap_roll_mean_6,6.281384621860713,pmc_temp_gap,5.892401093741227,pmc_powerW_gap_roll_mean_6,4.797835351666825,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97885,S000608,CSIPV-EUSY-037,efficiency_decline,0.9256728980194748,Warning,pmc_temp_gap_roll_mean_6,10.252665109302384,pmc_temp_gap,6.90626929567115,efficiency_roll_mean_6,4.988735270624611,60-s average module temperature imbalance,Module temperature imbalance,60-s average charging efficiency
87078,S000536,CSIPV-EUSY-013,efficiency_decline,0.9255860282170727,Warning,pmc_temp_gap_roll_mean_6,12.056436312448369,pmc_temp_gap,9.111221663483077,efficiency,7.092232026994334,60-s average module temperature imbalance,Module temperature imbalance,Charging efficiency
92532,S000572,CSIPV-EUSY-022,thermal_drift,0.9252384142444811,Warning,pmc_temp_gap_roll_mean_6,10.202890424513479,temperature_to_ambient_delta,8.314366996718853,pmc_temp_gap,7.875532118919257,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
92595,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9246273425756493,Warning,pmc_temp_gap_roll_mean_6,7.854634340546672,pmc_temp_gap,5.941225900136187,pmc_powerW_std,4.603912258235146,60-s average module temperature imbalance,Module temperature imbalance,pmc_powerW_std
97890,S000608,CSIPV-EUSY-037,efficiency_decline,0.9245102780064975,Warning,pmc_temp_gap_roll_mean_6,9.63714898069262,pmc_temp_gap,8.291447136357812,efficiency,5.124873402342509,60-s average module temperature imbalance,Module temperature imbalance,Charging efficiency
87070,S000536,CSIPV-EUSY-013,efficiency_decline,0.9244020383674952,Warning,pmc_temp_gap_roll_mean_6,9.608894915586983,pmc_powerW_gap_roll_mean_6,7.66030104874114,pmc_temp_gap,7.566308345084508,60-s average module temperature imbalance,60-s average module power imbalance,Module temperature imbalance
87069,S000536,CSIPV-EUSY-013,efficiency_decline,0.9243873240414675,Warning,pmc_temp_gap_roll_mean_6,9.793998650531401,pmc_powerW_gap_roll_mean_6,8.177281718435946,pmc_temp_gap,8.147383818723299,60-s average module temperature imbalance,60-s average module power imbalance,Module temperature imbalance
97916,S000608,CSIPV-EUSY-037,efficiency_decline,0.9242115987609125,Warning,pmc_temp_gap_roll_mean_6,11.657974777453889,pmc_temp_gap,8.812847846624983,efficiency_roll_mean_6,6.32000638156026,60-s average module temperature imbalance,Module temperature imbalance,60-s average charging efficiency
92136,S000569,CSIPV-EUSY-014,mixed_anomaly,0.9240625401741883,Warning,pmc_temp_gap_roll_mean_6,14.238732771004953,pmc_temp_gap,12.099782035164742,temperature_to_ambient_delta,7.663887765455504,60-s average module temperature imbalance,Module temperature imbalance,Temperature rise above ambient
94276,S000584,CSIPV-EUSY-026,thermal_drift,0.9240546242507388,Warning,pmc_temp_gap_roll_mean_6,12.24827349281516,temperature_to_ambient_delta,10.008495838538154,pmc_temp_gap,9.270957141194986,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
92731,S000574,CSIPV-EUSY-039,current_instability,0.9240161024401734,Warning,pmc_powerW_gap_roll_std_6,6.953846646600014,pmc_temp_gap_roll_std_6,6.804260399917969,pmc_powerW_gap_roll_mean_6,6.121302101286555,Variation in module power imbalance,Variation in module temperature imbalance,60-s average module power imbalance
97740,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9239585032372626,Warning,pmc_temp_gap_roll_mean_6,7.138512615626172,pmc_temp_gap,5.832123554982015,current_error_ratio,5.784075369339719,60-s average module temperature imbalance,Module temperature imbalance,Relative current tracking error
97744,S000607,CSIPV-EUSY-030,mixed_anomaly,0.923461558396539,Warning,pmc_temp_gap_roll_mean_6,8.629772734169132,pmc_current_gap_roll_mean_6,7.1014846148573305,pmc_powerW_gap_roll_mean_6,6.717877744016011,60-s average module temperature imbalance,60-s average module current imbalance,60-s average module power imbalance
94277,S000584,CSIPV-EUSY-026,thermal_drift,0.9233946291974122,Warning,pmc_temp_gap_roll_mean_6,12.51893159312619,temperature_to_ambient_delta,10.827651909591623,pmc_temp_gap,9.824304947004538,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
97869,S000608,CSIPV-EUSY-037,efficiency_decline,0.9230737279048106,Warning,pmc_current_gap_roll_std_6,8.091778573066625,pmc_temp_gap_roll_mean_6,7.815025838062128,pmc_current_gap_roll_mean_6,6.154994644224176,Variation in module current imbalance,60-s average module temperature imbalance,60-s average module current imbalance
87737,S000541,CSIPV-EUSY-039,efficiency_decline,0.921928761544371,Warning,pmc_temp_gap_roll_mean_6,10.174504331066222,pmc_temp_gap,7.669382936362758,efficiency,6.565961081667185,60-s average module temperature imbalance,Module temperature imbalance,Charging efficiency
97762,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9216992717262772,Warning,pmc_temp_gap_roll_mean_6,10.562535627073105,pmc_temp_gap,8.865289305345497,pmc_current_gap_roll_mean_6,4.811100230793124,60-s average module temperature imbalance,Module temperature imbalance,60-s average module current imbalance
87072,S000536,CSIPV-EUSY-013,efficiency_decline,0.92153739386059,Warning,pmc_temp_gap_roll_mean_6,9.590014862736016,pmc_powerW_gap_roll_mean_6,7.60211709801498,pmc_temp_gap,6.8532250615630455,60-s average module temperature imbalance,60-s average module power imbalance,Module temperature imbalance
91331,S000563,CSIPV-EUSY-006,thermal_drift,0.9214958971937757,Warning,pmc_temp_gap_roll_mean_6,12.867354386648536,temperature_to_ambient_delta,10.200787435898892,pmc_temp_gap,8.093134033840009,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
87747,S000541,CSIPV-EUSY-039,efficiency_decline,0.921478499313436,Warning,pmc_temp_gap_roll_mean_6,11.986065206367499,pmc_temp_gap,8.047323104383008,efficiency,6.898713102494861,60-s average module temperature imbalance,Module temperature imbalance,Charging efficiency
87707,S000541,CSIPV-EUSY-039,efficiency_decline,0.9213516485159445,Warning,pmc_temp_gap_roll_mean_6,6.623602083327143,pmc_current_gap_roll_mean_6,5.853756009339968,pmc_powerW_gap_roll_mean_6,5.382233904721727,60-s average module temperature imbalance,60-s average module current imbalance,60-s average module power imbalance
96215,S000597,CSIPV-EUSY-018,efficiency_decline,0.9212322732941345,Warning,pmc_temp_gap_roll_mean_6,9.031667006045607,pmc_temp_gap,7.941234636166798,efficiency_roll_mean_6,4.904632054778274,60-s average module temperature imbalance,Module temperature imbalance,60-s average charging efficiency
96219,S000597,CSIPV-EUSY-018,efficiency_decline,0.9212151162832559,Warning,pmc_temp_gap_roll_mean_6,10.156944561631407,pmc_powerW_gap_roll_mean_6,6.959585469895817,pmc_temp_gap,6.420432333271913,60-s average module temperature imbalance,60-s average module power imbalance,Module temperature imbalance
92598,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9210563441666124,Warning,pmc_temp_gap_roll_mean_6,8.296401171590917,pmc_temp_gap,7.370406344117072,pmc_powerW_gap_roll_std_6,4.317032068854699,60-s average module temperature imbalance,Module temperature imbalance,Variation in module power imbalance
92144,S000569,CSIPV-EUSY-014,mixed_anomaly,0.921012001492625,Warning,pmc_temp_gap_roll_mean_6,13.21604123685411,pmc_temp_gap,9.437323148170407,currentDemand_slope_6,8.616136170157262,60-s average module temperature imbalance,Module temperature imbalance,currentDemand_slope_6
92142,S000569,CSIPV-EUSY-014,mixed_anomaly,0.920904832513829,Warning,pmc_temp_gap_roll_mean_6,13.895195026122366,rtTemp_roll_std_6,11.411225174445725,currentDemand_roll_std_6,10.704223360074751,60-s average module temperature imbalance,rtTemp_roll_std_6,currentDemand_roll_std_6
97758,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9208563037384732,Warning,pmc_temp_gap_roll_mean_6,10.872142088160599,pmc_current_gap_roll_mean_6,7.3751172922647354,voltage_roll_std_6,7.037397524064778,60-s average module temperature imbalance,60-s average module current imbalance,60-s voltage instability
92613,S000573,CSIPV-EUSY-008,mixed_anomaly,0.920377321534491,Warning,pmc_temp_gap_roll_mean_6,9.220731591238483,pmc_current_gap_roll_std_6,7.737476973497704,voltage_roll_std_6,6.608370553017254,60-s average module temperature imbalance,Variation in module current imbalance,60-s voltage instability
96199,S000597,CSIPV-EUSY-018,efficiency_decline,0.9202163788131479,Warning,pmc_temp_gap_roll_mean_6,8.379843083491682,pmc_temp_gap,7.129898964467822,pmc_powerW_gap_roll_mean_6,5.786054383446693,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
92124,S000569,CSIPV-EUSY-014,mixed_anomaly,0.9200999463243031,Warning,pmc_temp_gap_roll_mean_6,14.981524220931703,pmc_temp_gap,11.490376118309122,temperature_to_ambient_delta,6.97844642558111,60-s average module temperature imbalance,Module temperature imbalance,Temperature rise above ambient
92641,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9199983707036465,Warning,pmc_temp_gap_roll_mean_6,11.5132717150437,voltage_roll_std_6,8.179957812267084,pmc_temp_gap,7.466850406131808,60-s average module temperature imbalance,60-s voltage instability,Module temperature imbalance
97751,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9199689403878042,Warning,pmc_temp_gap_roll_mean_6,8.72351285671588,pmc_current_gap_roll_std_6,8.09122106680499,pmc_temp_gap,8.000306624150824,60-s average module temperature imbalance,Variation in module current imbalance,Module temperature imbalance
97894,S000608,CSIPV-EUSY-037,efficiency_decline,0.919931718451354,Warning,pmc_temp_gap_roll_mean_6,10.022803766550432,pmc_temp_gap,8.409591112325863,efficiency_roll_mean_6,5.255338107177942,60-s average module temperature imbalance,Module temperature imbalance,60-s average charging efficiency
94273,S000584,CSIPV-EUSY-026,thermal_drift,0.9199121340115808,Warning,pmc_temp_gap_roll_mean_6,11.37675440981365,temperature_to_ambient_delta,10.48355115641978,pmc_temp_gap,9.78994674991179,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
96221,S000597,CSIPV-EUSY-018,efficiency_decline,0.919819361707416,Warning,pmc_temp_gap_roll_mean_6,10.029405183631189,pmc_temp_gap,6.308918886567372,pmc_powerW_gap_roll_mean_6,5.7306355249445255,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
87742,S000541,CSIPV-EUSY-039,efficiency_decline,0.9195434660601545,Warning,pmc_temp_gap_roll_mean_6,11.211322897769886,pmc_temp_gap,8.441538207868245,pmc_powerW_gap_roll_mean_6,7.329680472350623,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
96204,S000597,CSIPV-EUSY-018,efficiency_decline,0.9191759529468192,Warning,pmc_temp_gap_roll_mean_6,8.356077982000954,pmc_current_gap_roll_mean_6,7.462788959416332,pmc_powerW_gap_roll_std_6,7.182807212907691,60-s average module temperature imbalance,60-s average module current imbalance,Variation in module power imbalance
92606,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9190258478713957,Warning,pmc_temp_gap_roll_mean_6,9.356324698077225,pmc_temp_gap,6.8242918429586235,pmc_current_gap_slope_6,5.49089546973778,60-s average module temperature imbalance,Module temperature imbalance,pmc_current_gap_slope_6
94264,S000584,CSIPV-EUSY-026,thermal_drift,0.9189262783861366,Warning,pmc_temp_gap_roll_mean_6,11.30585519036632,temperature_to_ambient_delta,8.637306473626117,pmc_temp_gap,8.555462756123154,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
92586,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9188516013321705,Warning,pmc_temp_gap,7.040688207104191,pmc_temp_gap_roll_mean_6,6.817815773843008,voltage_roll_std_6,5.504394409682224,Module temperature imbalance,60-s average module temperature imbalance,60-s voltage instability
97757,S000607,CSIPV-EUSY-030,mixed_anomaly,0.918766930769652,Warning,pmc_temp_gap_roll_mean_6,10.847452788278572,voltage_roll_std_6,8.261484642540255,pmc_current_gap_roll_mean_6,7.455811629504614,60-s average module temperature imbalance,60-s voltage instability,60-s average module current imbalance
87725,S000541,CSIPV-EUSY-039,efficiency_decline,0.9186945938116825,Warning,pmc_temp_gap_roll_mean_6,8.428693569889282,pmc_temp_gap,6.856238938501005,efficiency,5.127386635128215,60-s average module temperature imbalance,Module temperature imbalance,Charging efficiency
97921,S000608,CSIPV-EUSY-037,efficiency_decline,0.9186859487585086,Warning,pmc_temp_gap_roll_mean_6,11.493599492143044,pmc_temp_gap,9.297479258249039,efficiency_roll_mean_6,6.320267842334914,60-s average module temperature imbalance,Module temperature imbalance,60-s average charging efficiency
92732,S000574,CSIPV-EUSY-039,current_instability,0.9180953685747055,Warning,pmc_powerW_gap_roll_mean_6,6.808248182240008,pmc_temp_gap_roll_std_6,6.773342557543276,pmc_powerW_gap_roll_std_6,6.4637371714972405,60-s average module power imbalance,Variation in module temperature imbalance,Variation in module power imbalance
86431,S000532,CSIPV-EUSY-034,thermal_drift,0.9179156119102324,Warning,pmc_temp_gap_roll_mean_6,11.738115980814277,temperature_to_ambient_delta,10.11951586763638,pmc_temp_gap,9.746546922005157,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
96213,S000597,CSIPV-EUSY-018,efficiency_decline,0.9174074843574489,Warning,pmc_temp_gap_roll_mean_6,9.553707068791853,pmc_temp_gap,8.115436723180915,pmc_voltage_std,5.131455677689941,60-s average module temperature imbalance,Module temperature imbalance,Variation in module voltage
92127,S000569,CSIPV-EUSY-014,mixed_anomaly,0.9172899964040133,Warning,pmc_temp_gap_roll_mean_6,13.751284133761867,pmc_temp_gap,9.064205183250893,temperature_to_ambient_delta,6.724511110406169,60-s average module temperature imbalance,Module temperature imbalance,Temperature rise above ambient
92579,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9168591236302672,Warning,pmc_powerW_gap_roll_mean_6,8.524851521586767,pmc_temp_gap_roll_mean_6,5.68131580921992,pmc_temp_gap,5.209456579599368,60-s average module power imbalance,60-s average module temperature imbalance,Module temperature imbalance
92535,S000572,CSIPV-EUSY-022,thermal_drift,0.9167082241823082,Warning,pmc_temp_gap_roll_mean_6,11.275092586769997,pmc_temp_gap,9.257696082667957,temperature_to_ambient_delta,9.005635354695086,60-s average module temperature imbalance,Module temperature imbalance,Temperature rise above ambient
92578,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9166077592235644,Warning,pmc_powerW_gap_roll_mean_6,10.023480631327711,pmc_current_gap_roll_mean_6,5.48759787005977,pmc_temp_gap_roll_mean_6,4.9968808862870535,60-s average module power imbalance,60-s average module current imbalance,60-s average module temperature imbalance
92573,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9165454202466393,Warning,voltage_roll_std_6,6.220134162959197,pmc_powerW_gap_roll_mean_6,5.590414569412763,pmc_powerW_gap_roll_std_6,5.456688791494452,60-s voltage instability,60-s average module power imbalance,Variation in module power imbalance
91328,S000563,CSIPV-EUSY-006,thermal_drift,0.9165030930621372,Warning,pmc_temp_gap_roll_mean_6,12.366966971927168,temperature_to_ambient_delta,10.233296063203897,pmc_temp_gap,9.937023944484263,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
87735,S000541,CSIPV-EUSY-039,efficiency_decline,0.9161399753143247,Warning,pmc_temp_gap_roll_mean_6,10.56055520194888,pmc_current_gap_roll_mean_6,6.826335126599552,pmc_current_gap_roll_std_6,6.169533931603247,60-s average module temperature imbalance,60-s average module current imbalance,Variation in module current imbalance
96200,S000597,CSIPV-EUSY-018,efficiency_decline,0.9160919715474243,Warning,pmc_temp_gap_roll_mean_6,8.562306251603799,pmc_temp_gap,6.589209441797701,pmc_powerW_gap_roll_mean_6,5.460488304065443,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97782,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9158627293999255,Warning,pmc_temp_gap_roll_mean_6,12.145423414696973,pmc_temp_gap,9.129907700498432,temperature_to_ambient_delta,4.9488040151611,60-s average module temperature imbalance,Module temperature imbalance,Temperature rise above ambient
96224,S000597,CSIPV-EUSY-018,efficiency_decline,0.9158363999382185,Warning,pmc_temp_gap_roll_mean_6,10.057131135370367,pmc_temp_gap,7.45298657221719,pmc_powerW_gap_roll_mean_6,5.861401238713113,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
94287,S000584,CSIPV-EUSY-026,thermal_drift,0.9156265560797605,Warning,pmc_temp_gap_roll_mean_6,13.513501090513008,pmc_temp_gap,11.44155131191416,temperature_to_ambient_delta,11.119309499846901,60-s average module temperature imbalance,Module temperature imbalance,Temperature rise above ambient
97768,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9155773692194737,Warning,pmc_temp_gap_roll_mean_6,10.283427712898709,pmc_temp_gap,6.722422802455557,voltage_roll_std_6,6.510919788725409,60-s average module temperature imbalance,Module temperature imbalance,60-s voltage instability
96185,S000597,CSIPV-EUSY-018,efficiency_decline,0.9149270267890325,Warning,pmc_temp_gap_roll_mean_6,7.546084106192098,pmc_temp_gap,4.547609204023236,pmc_powerW_gap_roll_mean_6,4.254676610143972,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
94278,S000584,CSIPV-EUSY-026,thermal_drift,0.9148767325740282,Warning,pmc_temp_gap_roll_mean_6,12.551542593505129,temperature_to_ambient_delta,10.434788215462275,pmc_temp_gap,9.372826181698052,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
96197,S000597,CSIPV-EUSY-018,efficiency_decline,0.9144919780403129,Warning,pmc_temp_gap_roll_mean_6,7.874042506764097,pmc_temp_gap,6.122058516413819,pmc_voltageTHD_mean,5.312612118039483,60-s average module temperature imbalance,Module temperature imbalance,pmc_voltageTHD_mean
97837,S000608,CSIPV-EUSY-037,efficiency_decline,0.9142995960122484,Warning,pmc_powerW_gap_roll_std_6,7.550155858076138,pmc_powerW_gap_roll_mean_6,7.499589920381187,pmc_temp_gap_roll_mean_6,6.108163437661653,Variation in module power imbalance,60-s average module power imbalance,60-s average module temperature imbalance
96194,S000597,CSIPV-EUSY-018,efficiency_decline,0.9142224280721603,Warning,pmc_temp_gap_roll_mean_6,8.436747298727804,pmc_current_gap_roll_mean_6,6.101602902291022,pmc_temp_gap,5.756173856145411,60-s average module temperature imbalance,60-s average module current imbalance,Module temperature imbalance
96339,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9141461932619586,Warning,pmc_temp_gap_roll_mean_6,6.67746964670612,pmc_powerW_gap_roll_mean_6,5.734771716256586,pmc_current_gap_roll_std_6,5.668931737644664,60-s average module temperature imbalance,60-s average module power imbalance,Variation in module current imbalance
92734,S000574,CSIPV-EUSY-039,current_instability,0.913916776153389,Warning,current_error_abs,8.057821326848815,current_error,7.630135211108522,current_error_abs_slope_6,7.409728932580838,current_error_abs,Current tracking error,current_error_abs_slope_6
91329,S000563,CSIPV-EUSY-006,thermal_drift,0.9138150558905221,Warning,pmc_temp_gap_roll_mean_6,12.672744611107825,pmc_temp_gap,11.24384098478395,temperature_to_ambient_delta,10.976700898933439,60-s average module temperature imbalance,Module temperature imbalance,Temperature rise above ambient
87729,S000541,CSIPV-EUSY-039,efficiency_decline,0.913573298356312,Warning,pmc_temp_gap_roll_mean_6,6.699386351414234,efficiency_roll_mean_6,5.377701749715018,efficiency,5.310852628484865,60-s average module temperature imbalance,60-s average charging efficiency,Charging efficiency
87726,S000541,CSIPV-EUSY-039,efficiency_decline,0.9135545661038756,Warning,pmc_temp_gap_roll_mean_6,7.934247430540596,pmc_powerW_gap_roll_mean_6,5.91426868277125,efficiency_roll_mean_6,4.944374092525353,60-s average module temperature imbalance,60-s average module power imbalance,60-s average charging efficiency
96192,S000597,CSIPV-EUSY-018,efficiency_decline,0.9132096833338871,Warning,pmc_current_gap_roll_mean_6,8.75329163091423,pmc_temp_gap_roll_mean_6,8.512135481790047,pmc_powerW_gap_roll_mean_6,5.55717749949679,60-s average module current imbalance,60-s average module temperature imbalance,60-s average module power imbalance
97861,S000608,CSIPV-EUSY-037,efficiency_decline,0.9130659514884489,Warning,pmc_temp_gap_roll_mean_6,7.556778401862925,pmc_temp_gap,5.959911937151541,pmc_powerW_gap_roll_mean_6,4.376979157556333,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
87710,S000541,CSIPV-EUSY-039,efficiency_decline,0.9130023161712361,Warning,pmc_temp_gap_roll_mean_6,6.689484225793096,pmc_current_gap_roll_mean_6,6.448042500516364,pmc_temp_gap,5.31554504781558,60-s average module temperature imbalance,60-s average module current imbalance,Module temperature imbalance
97924,S000608,CSIPV-EUSY-037,efficiency_decline,0.9128443319664796,Warning,pmc_temp_gap_roll_mean_6,10.775629370439937,pmc_temp_gap,7.421642252062401,pmc_powerW_gap_roll_mean_6,6.8440188601183465,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97867,S000608,CSIPV-EUSY-037,efficiency_decline,0.9125418721661955,Warning,pmc_current_gap_roll_mean_6,9.609986399205269,pmc_temp_gap_roll_mean_6,8.2387047863051,pmc_current_gap_roll_std_6,6.581738759228393,60-s average module current imbalance,60-s average module temperature imbalance,Variation in module current imbalance
96193,S000597,CSIPV-EUSY-018,efficiency_decline,0.9124926338089673,Warning,pmc_current_gap_roll_mean_6,8.906186164631897,pmc_temp_gap_roll_mean_6,8.538541150113073,pmc_temp_gap,6.749547694897203,60-s average module current imbalance,60-s average module temperature imbalance,Module temperature imbalance
92521,S000572,CSIPV-EUSY-022,thermal_drift,0.9124858378957171,Warning,pmc_temp_gap_roll_mean_6,9.380485884592796,pmc_temp_gap,7.814651804772455,temperature_to_ambient_delta,7.608684436069647,60-s average module temperature imbalance,Module temperature imbalance,Temperature rise above ambient
92589,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9122156167497006,Warning,pmc_temp_gap_roll_mean_6,7.282951621353133,pmc_temp_gap,6.045506042189623,pmc_voltageTHD_mean,4.083848266203356,60-s average module temperature imbalance,Module temperature imbalance,pmc_voltageTHD_mean
87744,S000541,CSIPV-EUSY-039,efficiency_decline,0.9119872893985751,Warning,pmc_temp_gap_roll_mean_6,11.117450746881524,pmc_temp_gap,8.325202558062967,pmc_current_gap_roll_std_6,7.286710492831371,60-s average module temperature imbalance,Module temperature imbalance,Variation in module current imbalance
91327,S000563,CSIPV-EUSY-006,thermal_drift,0.9118229607258226,Warning,pmc_temp_gap_roll_mean_6,12.2032518283244,temperature_to_ambient_delta,10.314260946303152,pmc_temp_gap,9.430692618906894,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
97739,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9112995370276067,Warning,pmc_temp_gap_roll_mean_6,7.3200515853469845,pmc_temp_gap,5.653099264867159,pmc_powerW_gap_roll_mean_6,5.171237272144805,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
91326,S000563,CSIPV-EUSY-006,thermal_drift,0.9112422604075043,Warning,pmc_temp_gap_roll_mean_6,12.084558349212392,temperature_to_ambient_delta,9.83307192515643,pmc_temp_gap,9.479517425301854,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
92111,S000569,CSIPV-EUSY-014,mixed_anomaly,0.9112148091312683,Warning,pmc_temp_gap_roll_mean_6,11.014864725446566,pmc_temp_gap,9.148593737513789,voltage_roll_std_6,7.02187292462929,60-s average module temperature imbalance,Module temperature imbalance,60-s voltage instability
94258,S000584,CSIPV-EUSY-026,thermal_drift,0.9110245669400111,Warning,pmc_temp_gap_roll_mean_6,9.776438881096587,temperature_to_ambient_delta,8.334608217493667,pmc_temp_gap,7.809829601671719,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
92131,S000569,CSIPV-EUSY-014,mixed_anomaly,0.909969242920611,Warning,pmc_temp_gap_roll_mean_6,14.58702353618568,pmc_temp_gap,12.750779453764217,pmc_powerW_gap_roll_mean_6,8.777077790563354,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
92530,S000572,CSIPV-EUSY-022,thermal_drift,0.9096777150861994,Warning,pmc_temp_gap_roll_mean_6,10.222826704097361,temperature_to_ambient_delta,9.094574052038967,pmc_temp_gap,9.033463638483694,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
87067,S000536,CSIPV-EUSY-013,efficiency_decline,0.9095682501534874,Warning,pmc_temp_gap_roll_mean_6,9.84588578878615,pmc_temp_gap,7.812843478609679,pmc_current_gap_roll_std_6,6.444192794369166,60-s average module temperature imbalance,Module temperature imbalance,Variation in module current imbalance
86438,S000532,CSIPV-EUSY-034,thermal_drift,0.909449872835762,Warning,pmc_temp_gap_roll_mean_6,12.29804817760407,temperature_to_ambient_delta,10.037324243884104,pmc_temp_gap,8.51447402976689,60-s average module temperature imbalance,Temperature rise above ambient,Module temperature imbalance
97713,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9094490843728744,Warning,voltage_roll_std_6,7.275835219977769,pmc_voltage_gap,6.564051268064843,pmc_voltage_std,6.360242871817275,60-s voltage instability,Module voltage imbalance,Variation in module voltage
